,Ref ID,Gender,Age_Group,City,Smart_Phone,Tablet,Commuting_Mode,Commuting_Time,No_of_Books_read_in_a_year,Start_Time_Slots,Event_Duration_Minutes_2_Weeks,Event_Duration_Minutes_3_Weeks,Event_Duration_Minutes_5_Weeks,Device_Type,Product_Running_Time,Completion_Rate_2_Weeks,Completion_Rate_5_Weeks,Genre,Subscription_Type,Membership_Duration,Average_Listening_Speed,Number_of_Audiobooks_Completed,Number_of_Audiobooks_Completed_Buckets,Number_of_Audiobooks_Purchased,Number_of_Audiobooks_Purchased_Buckets,Preferred_Listening_Time,Listening_Context,Listening_Device_Preference,Language_Preference,Accessibility_Features_Use,Download_vs_Streaming,Time_Spent_Browsing,Time_Spent_Browsing_Buckets,Genre_Exploration,Product_Name,Publisher_Name,Product_Narrator,Repeat_Listening,Ratings_Given,Reviews_Written,Recommendations_Followed,Social_Sharing
1312,4573,Male,25 - 30 years,Chennai,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Late_Evening_Night,17.0,17.0,34.0,Audible for Android,36,47.0,94.0,Parenting & Relationships,Yearly,50,1.5x,94,61 - 100 Books,51,31 - 60 Books,Night,Relaxing,Smart Speaker,German,True,Streaming,113,More than 100 Minutes,3,A Simple Formula for Extraordinary Relationships,"Sharma Leadership International, Inc.",Robin Sharma,False,4,True,False,True
1313,4581,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,278,0.0,1.0,Business & Money,Per-book,52,1.5x,20,11- 30 Books,55,31 - 60 Books,Morning,Working,Smartphone,Other,True,Download,114,More than 100 Minutes,7,The Art of Public Speaking (Unabridged),"Big Happy Family, LLC",Jason McCoy,True,4,True,True,True
1314,4583,Male,18 - 24 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Afternoon_Early_Evening,1.0,1.0,3.0,Audible for Android,701,0.0,0.0,Literature & Fiction,Yearly,30,1.25x,39,31 - 60 Books,98,61 - 100 Books,Afternoon,Exercising,PC,Other,True,Streaming,37,31 - 60 Minutes,7,Life of Pi (Unabridged),"HighBridge, a division of Recorded Books",Jeff Woodman,True,2,False,True,False
1315,4589,Male,31 - 35 years,Chennai,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,64.0,64.0,128.0,Audible for iPhone (1000),519,12.0,25.0,Business & Money,Per-book,46,2x,29,11- 30 Books,0,Less than 10,Afternoon,Commuting,PC,Other,True,Streaming,58,31 - 60 Minutes,5,Guide to Financial Markets (6th edition): The Economist (Unabridged),Audible Studios,Philip Franks,False,4,True,True,True
1316,4594,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Late_Evening_Night,2.0,2.0,4.0,Audible for Android,123,2.0,3.0,Parenting & Relationships,Yearly,35,2x,2,Less than 10,87,61 - 100 Books,Night,Commuting,Smartphone,French,False,Streaming,52,31 - 60 Minutes,1,The Science of Getting Rich 1912 (Unabridged),BN Publishing,Jason McCoy,False,1,True,False,True
1317,4595,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,135,9,Afternoon_Early_Evening,2.0,9.0,11.0,Audible for Android,1093,0.0,1.0,Mysteries & Thrillers,Yearly,45,1.25x,43,31 - 60 Books,4,Less than 10,Evening,Exercising,PC,German,False,Streaming,111,More than 100 Minutes,2,The Storyteller (Unabridged),Recorded Books,"Mozhan Marno, Jennifer Ikeda, Edoardo Ballerini, Suzanne Toren, Fred Berman",False,1,False,True,True
1318,4598,Female,31 - 35 years,Bangalore,Both,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,1.0,1.0,2.0,Audible for iPhone (1000),320,0.0,1.0,Children's Audiobooks,Yearly,55,1x,38,31 - 60 Books,98,61 - 100 Books,Evening,Exercising,PC,French,False,Streaming,27,11- 30 Minutes,8,Grimm's Fairy Stories (Unabridged),Audible Studios,Joanna Daniel,False,1,False,False,True
1319,4600,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Late_Evening_Night,0.0,9.0,9.0,Audible for Android,684,0.0,1.0,Literature & Fiction,Monthly,44,1.25x,45,31 - 60 Books,28,11- 30 Books,Evening,Relaxing,PC,French,False,Streaming,37,31 - 60 Minutes,5,"Seven Years: Seven, Book 1 (Unabridged)",Tantor Audio,Nicole Poole,True,3,True,True,True
1320,4602,Male,18 - 24 years,Bangalore,Android,No Tablet,Public Transport,38,13,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,703,0.0,0.0,Social Sciences,Yearly,35,1.75x,26,11- 30 Books,99,61 - 100 Books,Morning,Working,Tablet,French,True,Download,35,31 - 60 Minutes,6,Midnight's Furies: The Deadly Legacy of India's Partition (Unabridged),Tantor Audio,Sunil Malhotra,False,4,False,True,False
1321,4603,Male,31 - 35 years,Chennai,Android,Android Tablet,Personal/Hired/Shared 2 Wheeler,38,9,Late_Evening_Night,1.0,1.0,1.0,Audible for Android,375,0.0,0.0,Literature & Fiction,Per-book,58,1.75x,6,Less than 10,8,Less than 10,Evening,Commuting,Tablet,English,True,Download,7,Less than 10 Minutes,7,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,True,2,True,False,True
1322,4605,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,57,0.0,2.0,Parenting & Relationships,Per-book,56,1.75x,86,61 - 100 Books,29,11- 30 Books,Evening,Working,Smartphone,Spanish,False,Download,3,Less than 10 Minutes,3,The Joy of Living Dangerously,OSHO International,OSHO,False,5,True,True,True
1323,4607,Female,25 - 30 years,Bangalore,Android,No Tablet,walk,38,13,Morning,17.0,17.0,35.0,Audible for Android,144,12.0,24.0,Biographies & Memoirs,Yearly,15,1.25x,11,11- 30 Books,73,61 - 100 Books,Evening,Working,PC,English,False,Streaming,66,61 - 100 Minutes,2,"I Rant, Therefore I Am",Bantam Doubleday Dell Audio,Dennis Miller,False,3,False,True,False
1324,4608,Female,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,1.0,1.0,3.0,Audible for Android,375,0.0,1.0,Literature & Fiction,Monthly,19,1.75x,46,31 - 60 Books,47,31 - 60 Books,Morning,Relaxing,Smartphone,French,False,Download,75,61 - 100 Minutes,3,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,True,3,True,False,False
1325,4609,Male,31 - 35 years,Hyderabad,Both,No Tablet,Personal/Hired/Shared 4 Wheeler,15,3,Afternoon_Early_Evening,43.0,6.0,48.0,Audible for iPhone (1000),61,70.0,79.0,Business & Money,Monthly,12,2x,22,11- 30 Books,50,31 - 60 Books,Night,Relaxing,Tablet,German,True,Streaming,11,11- 30 Minutes,3,Delegating Work (Unabridged),Harvard Business School,James Edward Thomas,True,5,True,False,True
1326,4614,Male,25 - 30 years,Bangalore,IOS,No Tablet,walk,38,5,Late_Evening_Night,56.0,8.0,64.0,Audible for iPhone (1000),170,33.0,38.0,Children's Audiobooks,Per-book,22,1.25x,40,31 - 60 Books,97,61 - 100 Books,Morning,Commuting,Smart Speaker,Spanish,True,Download,108,More than 100 Minutes,9,The Road to the Bazaar (Unabridged),Audible Studios,Fajer Al-Kaisi,False,2,True,True,False
1327,4615,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Late_Evening_Night,7.0,7.0,14.0,Audible for Android,701,1.0,2.0,Literature & Fiction,Yearly,36,2x,81,61 - 100 Books,91,61 - 100 Books,Afternoon,Relaxing,Tablet,Spanish,True,Download,59,31 - 60 Minutes,9,Life of Pi (Unabridged),"HighBridge, a division of Recorded Books",Jeff Woodman,True,5,False,True,True
1328,4616,Male,31 - 35 years,Bangalore,IOS,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,9,Afternoon_Early_Evening,5.0,5.0,10.0,Audible for iPhone (1000),160,3.0,6.0,Parenting & Relationships,Yearly,26,1.25x,82,61 - 100 Books,39,31 - 60 Books,Night,Working,Smart Speaker,German,True,Download,33,31 - 60 Minutes,1,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,5,True,False,False
1329,4622,Male,36 - 40 years,Bangalore,IOS,IOS Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Evening_Night,16.0,5.0,21.0,Audible for iPhone (1000),1498,1.0,1.0,Social Sciences,Monthly,36,1.25x,97,61 - 100 Books,62,61 - 100 Books,Night,Exercising,Tablet,French,False,Download,116,More than 100 Minutes,6,The Story of World War II (Unabridged),"Blackstone Audio, Inc.",Michael Kramer,False,2,True,False,True
1330,4629,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,12.0,1.0,13.0,Audible for Android,539,2.0,2.0,Literature & Fiction,Yearly,24,1.5x,46,31 - 60 Books,68,61 - 100 Books,Afternoon,Commuting,Smart Speaker,Spanish,False,Streaming,71,61 - 100 Minutes,6,P.S. I Still Love You (Unabridged),Recorded Books,Laura Knight Keating,False,5,False,True,False
1331,4631,Female,18 - 24 years,Chennai,Android,No Tablet,walk,15,9,Morning,1.0,6.0,7.0,Audible for Android,23,4.0,30.0,Children's Audiobooks,Monthly,39,1.75x,5,Less than 10,74,61 - 100 Books,Morning,Working,Smart Speaker,French,False,Streaming,98,61 - 100 Minutes,3,The Ugly Duckling (Unabridged),Jimcin Recordings,"Walter Zimmerman, Jack Benson",False,4,False,True,False
1332,4641,Male,36 - 40 years,Bangalore,Both,IOS Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,668,0.0,0.0,Children's Audiobooks,Monthly,55,2x,31,31 - 60 Books,18,11- 30 Books,Afternoon,Exercising,Tablet,Spanish,False,Streaming,71,61 - 100 Minutes,5,The Jungle Book I & II (Unabridged),"Blackstone Audio, Inc.",Ralph Cosham,True,5,False,True,False
1333,4642,Female,36 - 40 years,Chennai,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,466,0.0,0.0,Literature & Fiction,Monthly,47,1.25x,6,Less than 10,14,11- 30 Books,Night,Relaxing,Smartphone,English,True,Streaming,32,31 - 60 Minutes,4,The Secret Wish List (Unabridged),Audible Studios,Deepti Gupta,True,4,True,False,True
1334,4644,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,90,9,Late_Evening_Night,11.0,10.0,21.0,Audible for Android,858,1.0,2.0,Literature & Fiction,Monthly,11,2x,38,31 - 60 Books,84,61 - 100 Books,Evening,Exercising,Smart Speaker,French,True,Streaming,13,11- 30 Minutes,4,A Tale of Two Cities (Unabridged),Audible Studios,Martin Jarvis,False,4,False,False,False
1335,4645,Female,18 - 24 years,Bangalore,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,34,3.0,6.0,Parenting & Relationships,Yearly,3,2x,10,Less than 10,85,61 - 100 Books,Afternoon,Exercising,Smart Speaker,English,False,Download,51,31 - 60 Minutes,2,The Pursuit of Happiness,OSHO International,OSHO,False,3,True,True,False
1336,4651,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,3,Morning,5.0,5.0,9.0,Audible for Android,209,2.0,4.0,Parenting & Relationships,Yearly,22,1.25x,5,Less than 10,51,31 - 60 Books,Afternoon,Working,Tablet,English,False,Streaming,79,61 - 100 Minutes,8,Peace Is Every Step: The Path of Mindfulness in Everyday Life (Unabridged),"Blackstone Audio, Inc.",Edoardo Ballerini,False,4,True,False,True
1337,4658,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Late_Night_Early_Morning,2.0,2.0,3.0,Audible for Android,292,1.0,1.0,Literature & Fiction,Per-book,17,1x,9,Less than 10,24,11- 30 Books,Night,Working,Tablet,English,True,Download,80,61 - 100 Minutes,9,The Great Gatsby (Unabridged),Audible Studios,Jake Gyllenhaal,True,5,False,False,True
1338,4665,Male,25 - 30 years,Hyderabad,Android,Android Tablet,Personal/Hired/Shared 2 Wheeler,38,13,Late_Evening_Night,27.0,1.0,28.0,Audible for Android,1049,3.0,3.0,Literature & Fiction,Yearly,46,2x,2,Less than 10,6,Less than 10,Night,Relaxing,Smartphone,German,False,Streaming,37,31 - 60 Minutes,8,Six Suspects (Unabridged),Audible Studios,Lyndam Gregory,True,5,False,True,False
1339,4667,Male,36 - 40 years,Delhi,Both,Both,Personal/Hired/Shared 4 Wheeler,90,3,Morning,1.0,2.0,3.0,Audible for Android,2682,0.0,0.0,Biographies & Memoirs,Per-book,1,1x,65,61 - 100 Books,75,61 - 100 Books,Afternoon,Commuting,Smart Speaker,German,False,Streaming,101,More than 100 Minutes,4,Adolf Hitler (Unabridged),"Blackstone Audio, Inc.",Ralph Cosham,True,3,True,True,False
1340,4675,Male,25 - 30 years,Hyderabad,IOS,Both,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,3.0,7.0,10.0,Audible for iPhone (1000),160,2.0,6.0,Parenting & Relationships,Yearly,25,2x,77,61 - 100 Books,99,61 - 100 Books,Morning,Commuting,PC,Other,True,Download,65,61 - 100 Minutes,5,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,3,False,False,False
1341,4677,Male,31 - 35 years,Pune,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Afternoon_Early_Evening,1.0,1.0,3.0,Audible for Android,1387,0.0,0.0,Business & Money,Yearly,50,2x,45,31 - 60 Books,97,61 - 100 Books,Morning,Exercising,Tablet,Spanish,False,Download,76,61 - 100 Minutes,7,48 Laws of Power (Unabridged),"HighBridge, a Division of Recorded Books",Richard Poe,False,1,False,False,False
1342,4683,Male,46 - 50 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,7.0,7.0,13.0,Audible for Android,73,10.0,18.0,Business & Money,Per-book,17,1.25x,29,11- 30 Books,2,Less than 10,Afternoon,Exercising,PC,Spanish,False,Download,26,11- 30 Minutes,4,Innovative Teams (Unabridged),Harvard Business School,Mark Cabus,True,2,True,False,False
1343,4687,Male,36 - 40 years,Bangalore,Android,No Tablet,walk,15,5,Afternoon_Early_Evening,1.0,5.0,6.0,Audible for Android,1714,0.0,0.0,Mysteries & Thrillers,Monthly,56,1.5x,65,61 - 100 Books,37,31 - 60 Books,Morning,Relaxing,Smart Speaker,German,False,Streaming,33,31 - 60 Minutes,7,The Rozabal Line (Unabridged),Audible Studios,Sanjiv Jhaveri,True,2,True,False,True
1344,4688,Male,25 - 30 years,Bangalore,IOS,Android Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Night_Early_Morning,4.0,4.0,7.0,Audible for iPhone (1000),1494,0.0,0.0,Social Sciences,Yearly,8,2x,89,61 - 100 Books,64,61 - 100 Books,Afternoon,Relaxing,Smart Speaker,Spanish,True,Streaming,48,31 - 60 Minutes,6,An Era of Darkness. The British Empire in India (Unabridged),Audible Studios,Sagar Arya,False,2,False,True,False
1345,4692,Male,18 - 24 years,Bangalore,Android,No Tablet,Public Transport,38,5,Afternoon_Early_Evening,0.0,3.0,4.0,Audible for Android,514,0.0,1.0,Mysteries & Thrillers,Monthly,10,1.5x,82,61 - 100 Books,66,61 - 100 Books,Evening,Working,Smart Speaker,English,True,Download,24,11- 30 Minutes,6,Unfinished Portrait (Unabridged),Audible Studios,Anna Bentinck,True,3,True,False,True
1346,4693,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,5,Late_Evening_Night,1.0,5.0,6.0,Audible for Android,108,1.0,6.0,Arts & Entertainment,Per-book,32,1.5x,64,61 - 100 Books,27,11- 30 Books,Afternoon,Commuting,Smartphone,English,False,Streaming,64,61 - 100 Minutes,1,"The Best of Sherlock Holmes, Volume 2 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,False,3,True,False,True
1347,4700,Female,18 - 24 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Afternoon_Early_Evening,22.0,22.0,44.0,Audible for iPhone (1000),160,14.000000000000002,28.000000000000004,Religion & Spirituality,Monthly,17,1.5x,71,61 - 100 Books,25,11- 30 Books,Afternoon,Relaxing,PC,French,True,Streaming,101,More than 100 Minutes,2,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,4,True,False,True
1348,4703,Male,25 - 30 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,5,Morning,5.0,8.0,13.0,Audible for Android,860,1.0,2.0,Social Sciences,Yearly,2,1.5x,62,61 - 100 Books,77,61 - 100 Books,Morning,Working,Smart Speaker,Other,False,Streaming,97,61 - 100 Minutes,2,The Black Swan: The Impact of the Highly Improbable (Unabridged),Recorded Books,David Chandler,False,1,True,False,True
1349,4707,Male,36 - 40 years,Hyderabad,Android,IOS Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,1.0,1.0,1.0,Audible for Android,160,1.0,1.0,Religion & Spirituality,Per-book,16,1.75x,93,61 - 100 Books,13,11- 30 Books,Afternoon,Relaxing,Smartphone,French,True,Download,89,61 - 100 Minutes,7,The Monk Who Sold His Ferrari,"Sharma Leadership International, Inc.",Robin Sharma,False,3,True,True,True
1350,4712,Male,18 - 24 years,Chennai,Android,No Tablet,Public Transport,90,13,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,160,1.0,1.0,Parenting & Relationships,Monthly,31,1x,47,31 - 60 Books,22,11- 30 Books,Night,Exercising,Tablet,English,False,Streaming,95,61 - 100 Minutes,1,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,False,4,False,True,True
1351,4727,Male,25 - 30 years,Pune,Android,Android Tablet,Personal/Hired/Shared 4 Wheeler,90,5,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for Android,356,0.0,0.0,Literature & Fiction,Yearly,38,1x,65,61 - 100 Books,25,11- 30 Books,Evening,Commuting,Smartphone,French,True,Download,118,More than 100 Minutes,9,Star Wars (Dramatized),"HighBridge, a division of Recorded Books","Mark Hamill, Anthony Daniels",True,1,True,True,True
1352,4729,Male,25 - 30 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Afternoon_Early_Evening,0.0,0.0,1.0,Audible for iPhone (1000),220,0.0,0.0,Lifestyle,Yearly,54,1.25x,1,Less than 10,98,61 - 100 Books,Afternoon,Commuting,Smart Speaker,Spanish,True,Streaming,17,11- 30 Minutes,8,How to Make Anyone Fall in Love with You,"Listen & Live Audio, Inc.",Leil Lowndes,False,3,False,False,True
1353,4734,Female,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Evening_Night,4.0,4.0,8.0,Audible for Android,108,4.0,7.000000000000001,Arts & Entertainment,Per-book,16,2x,69,61 - 100 Books,25,11- 30 Books,Evening,Working,PC,German,False,Streaming,94,61 - 100 Minutes,2,"The Best of Sherlock Holmes, Volume 2 (Dramatised)",Heritage Media Limited,John Gielgud and Ralph Richardson,True,1,False,True,False
1354,4738,Male,25 - 30 years,Bangalore,Android,No Tablet,Public Transport,38,13,Late_Evening_Night,20.0,1.0,21.0,Audible for Android,136,15.0,15.0,Literature & Fiction,Monthly,5,1.75x,13,11- 30 Books,43,31 - 60 Books,Evening,Relaxing,Smart Speaker,Other,True,Streaming,59,31 - 60 Minutes,7,The Diary of a Wimpy Kid: The Last Straw (Unabridged),Recorded Books,Ramon De Ocampo,True,2,False,False,True
1355,4743,Male,18 - 24 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,1,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,160,1.0,1.0,Parenting & Relationships,Yearly,30,1.25x,75,61 - 100 Books,63,61 - 100 Books,Evening,Commuting,Smartphone,German,False,Download,34,31 - 60 Minutes,1,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time (Unabridged),"Blackstone Audio, Inc.",Brian Tracy,True,1,True,False,True
1356,4745,Male,25 - 30 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 2 Wheeler,38,9,Afternoon_Early_Evening,27.0,27.0,54.0,Audible for Android,34,79.0,100.0,Parenting & Relationships,Yearly,15,1.5x,93,61 - 100 Books,82,61 - 100 Books,Night,Working,Tablet,French,True,Download,108,More than 100 Minutes,4,The Pursuit of Happiness,OSHO International,OSHO,False,1,False,False,True
1357,4746,Male,41 - 45 years,Hyderabad,IOS,No Tablet,Personal/Hired/Shared 4 Wheeler,38,13,Afternoon_Early_Evening,73.0,73.0,147.0,Audible for iPhone (1000),453,16.0,32.0,Mysteries & Thrillers,Monthly,31,1.5x,29,11- 30 Books,77,61 - 100 Books,Night,Relaxing,Tablet,Other,False,Streaming,99,61 - 100 Minutes,5,No Country for Old Men (Unabridged),Recorded Books,Tom Stechschulte,False,2,True,False,False
1358,4759,Female,18 - 24 years,Bangalore,Android,No Tablet,3 Wheeler,15,3,Morning,1.0,10.0,11.0,Audible for Android,375,0.0,3.0,Literature & Fiction,Monthly,20,1x,54,31 - 60 Books,83,61 - 100 Books,Morning,Commuting,PC,English,True,Streaming,98,61 - 100 Minutes,7,Interpreter of Maladies (Unabridged),"HighBridge, a division of Recorded Books",Matilda Novak,False,5,False,True,False
1359,4766,Male,25 - 30 years,Mumbai,Android,No Tablet,Public Transport,90,9,Late_Evening_Night,1.0,1.0,2.0,Audible for Android,65,2.0,3.0,Religion & Spirituality,Monthly,16,1.5x,51,31 - 60 Books,75,61 - 100 Books,Night,Relaxing,Smart Speaker,Spanish,False,Download,66,61 - 100 Minutes,4,The Supreme Gift (Unabridged),Sant Jordi Asociados,Kenneth B. Edwards,True,3,True,False,False
1360,4769,Male,36 - 40 years,Chennai,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,38,3,Late_Night_Early_Morning,8.0,8.0,17.0,Audible for Android,24,33.0,71.0,Biographies & Memoirs,Yearly,35,1.75x,2,Less than 10,81,61 - 100 Books,Night,Commuting,Tablet,French,False,Download,87,61 - 100 Minutes,8,The Innovators DNA (Harvard Business Review) (Unabridged),Harvard Business School,Todd Mundt,True,4,True,False,False
1361,4772,Male,36 - 40 years,Hyderabad,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,9,Late_Night_Early_Morning,24.0,24.0,47.0,Audible for Android,1142,2.0,4.0,Social Sciences,Monthly,18,2x,1,Less than 10,53,31 - 60 Books,Evening,Relaxing,PC,German,False,Streaming,19,11- 30 Minutes,4,The Guns of August (Unabridged),Tantor Audio,John Lee,False,5,True,False,False
1362,4778,Male,31 - 35 years,Bangalore,Android,No Tablet,Personal/Hired/Shared 4 Wheeler,90,3,Late_Evening_Night,4.0,27.0,31.0,Audible for Android,1547,0.0,2.0,Social Sciences,Per-book,10,2x,84,61 - 100 Books,18,11- 30 Books,Morning,Relaxing,Smartphone,Spanish,True,Streaming,119,More than 100 Minutes,7,DisneyWar (Unabridged),"Blackstone Audio, Inc.",Patrick Lawlor,False,2,True,True,False
